pos,AT%,score,A3993,A3996
898100_898200,57.0,236,236,0
2436200_2436300,48.0,235,0,235
2441100_2441200,48.0,235,0,235
4331200_4331300,58.0,235,235,0
693200_693300,68.0,235,235,0
816100_816200,36.0,235,0,235
2284600_2284700,42.0,234,234,0
2949200_2949300,45.0,234,0,234
3418500_3418600,72.0,234,234,0
85900_86000,49.0,234,0,234
3159100_3159200,48.0,233,233,0
3336800_3336900,60.0,233,0,233
3474600_3474700,53.0,233,233,0
3499900_3500000,69.0,233,233,0
4326900_4327000,48.0,233,233,0
437900_438000,61.0,233,233,0
1851800_1851900,43.0,232,0,232
2566700_2566800,59.0,232,0,232
3685400_3685500,61.0,232,0,232
841500_841600,48.0,232,232,0
1123600_1123700,63.0,231,0,231
3628100_3628200,46.0,231,231,0
792800_792900,48.0,231,0,231
1630800_1630900,45.0,230,0,230
1660000_1660100,50.0,230,230,0
2693600_2693700,41.0,230,0,230
3758800_3758900,63.0,230,0,230
4024800_4024900,51.0,230,0,230
3153400_3153500,42.0,229,0,229
3189700_3189800,67.0,229,229,0
3760500_3760600,51.0,229,0,229
764800_764900,56.0,229,0,229
1546100_1546200,51.0,228,0,228
1751600_1751700,45.0,228,228,0
2234900_2235000,72.0,228,228,0
3795600_3795700,76.0,228,0,228
3513600_3513700,72.0,227,227,0
3935200_3935300,37.0,227,227,0
4535100_4535200,49.0,227,0,227
1354000_1354100,44.0,226,226,0
2589900_2590000,58.0,226,0,226
329200_329300,47.0,226,226,0
892300_892400,63.0,226,0,226
1422400_1422500,52.0,225,10,5
2782900_2783000,49.0,225,0,225
3002200_3002300,52.0,225,0,225
3749100_3749200,65.0,225,225,0
3768500_3768600,42.0,225,0,225
3839200_3839300,50.0,225,225,0
477300_477400,60.0,225,225,0
601200_601300,47.0,225,5,10
2292600_2292700,56.0,224,0,224
654400_654500,45.0,224,0,224
3201200_3201300,45.0,223,0,223
3596500_3596600,41.0,223,223,0
3698500_3698600,50.0,223,0,223
4008600_4008700,57.0,223,0,223
4463700_4463800,58.0,223,0,223
1299300_1299400,53.0,222,222,0
1430600_1430700,53.0,222,222,0
1657600_1657700,70.0,222,0,222
2829500_2829600,60.0,222,0,222
3800500_3800600,70.0,222,0,222
4011100_4011200,52.0,222,0,222
1069100_1069200,64.0,221,221,0
2641900_2642000,53.0,221,221,0
4054100_4054200,45.0,221,221,0
4114600_4114700,42.0,221,0,221
966500_966600,47.0,221,0,221
1349200_1349300,54.0,220,220,0
170400_170500,42.0,220,0,220
1785300_1785400,54.0,220,220,0
1872800_1872900,50.0,220,0,220
2264000_2264100,46.0,220,220,0
2383200_2383300,37.0,220,0,220
3188400_3188500,48.0,220,220,0
3191700_3191800,44.0,220,0,220
3433000_3433100,47.0,220,220,0
4534000_4534100,48.0,220,0,220
1119900_1120000,49.0,219,219,0
1568400_1568500,60.0,219,0,219
2515400_2515500,47.0,219,219,0
2816600_2816700,47.0,219,219,0
2987900_2988000,36.0,219,0,219
3144700_3144800,43.0,219,219,0
4180300_4180400,50.0,219,219,0
4265800_4265900,54.0,219,219,0
572900_573000,48.0,219,219,0
137000_137100,51.0,218,0,218
2295900_2296000,48.0,218,218,0
2807900_2808000,66.0,218,218,0
2983900_2984000,49.0,218,0,218
3530300_3530400,50.0,218,0,218
4261400_4261500,47.0,218,218,0
4555400_4555500,43.0,218,218,0
1919200_1919300,52.0,217,217,0
2263900_2264000,49.0,217,217,0
3157000_3157100,55.0,217,0,217
332000_332100,55.0,217,0,217
3825400_3825500,50.0,217,217,0
1280200_1280300,62.0,216,216,0
3953700_3953800,58.0,216,0,216
4323600_4323700,46.0,216,0,216
590700_590800,36.0,216,216,0
859300_859400,60.0,216,0,216
2547600_2547700,53.0,215,0,215
313700_313800,66.0,215,0,215
3196100_3196200,51.0,215,215,0
3530800_3530900,60.0,215,215,0
3975100_3975200,43.0,215,0,215
498100_498200,60.0,215,215,0
2063600_2063700,46.0,214,214,0
3005700_3005800,48.0,214,214,0
3704300_3704400,43.0,214,214,0
3756400_3756500,51.0,214,0,214
1759100_1759200,43.0,213,213,0
2207600_2207700,53.0,213,0,213
2728100_2728200,46.0,213,0,213
2768300_2768400,56.0,213,0,213
2976200_2976300,48.0,213,213,0
4311100_4311200,57.0,213,213,0
4316500_4316600,53.0,213,0,213
853700_853800,49.0,213,213,0
2783600_2783700,43.0,212,212,0
2805300_2805400,51.0,212,212,0
3996800_3996900,43.0,212,0,212
1481000_1481100,76.0,211,0,211
1788400_1788500,62.0,211,0,211
2098000_2098100,49.0,211,0,211
2267000_2267100,54.0,211,211,0
3957600_3957700,58.0,211,211,0
4158500_4158600,72.0,211,0,211
4381000_4381100,47.0,211,0,211
557600_557700,44.0,211,211,0
571900_572000,55.0,211,211,0
727400_727500,53.0,211,0,211
740400_740500,62.0,211,0,211
979200_979300,51.0,211,211,0
1546300_1546400,58.0,210,0,210
1769800_1769900,47.0,210,0,210
3792300_3792400,52.0,210,0,210
3977900_3978000,54.0,210,210,0
3986200_3986300,68.0,210,210,0
4016600_4016700,53.0,210,0,210
4051400_4051500,46.0,210,210,0
1078900_1079000,47.0,209,0,209
1115700_1115800,44.0,209,0,209
1417200_1417300,52.0,209,209,0
2248100_2248200,46.0,209,0,209
3005800_3005900,55.0,209,209,0
401200_401300,43.0,209,209,0
873400_873500,46.0,209,209,0
4127700_4127800,47.0,208,208,0
4481200_4481300,44.0,208,0,208
114400_114500,46.0,207,207,0
1246800_1246900,66.0,207,207,0
1359600_1359700,48.0,207,0,207
1659400_1659500,44.0,207,0,207
2240800_2240900,60.0,207,0,207
3791300_3791400,54.0,207,0,207
3935700_3935800,50.0,207,207,0
4460500_4460600,48.0,207,0,207
10300_10400,52.0,206,206,0
2955400_2955500,79.0,206,0,206
316400_316500,55.0,206,0,206
3563400_3563500,54.0,206,0,206
3597200_3597300,53.0,206,206,0
3753200_3753300,56.0,206,0,206
4360600_4360700,51.0,206,0,206
747400_747500,50.0,206,206,0
2356000_2356100,49.0,205,205,0
3455300_3455400,45.0,205,0,205
1530100_1530200,42.0,204,204,0
1184400_1184500,58.0,203,0,203
1422300_1422400,45.0,203,203,0
4225000_4225100,31.0,203,0,203
2365400_2365500,53.0,202,0,202
2735400_2735500,59.0,202,0,202
3952500_3952600,56.0,202,0,202
450200_450300,69.0,202,0,202
680800_680900,78.0,202,202,0
865200_865300,41.0,202,0,202
4308500_4308600,49.0,201,0,201
1315700_1315800,58.0,200,200,0
201400_201500,48.0,200,200,0
2369300_2369400,52.0,200,0,200
3703900_3704000,62.0,200,0,200
4464400_4464500,45.0,200,0,200
1381600_1381700,48.0,199,199,0
4271200_4271300,39.0,199,199,0
1884600_1884700,43.0,198,198,0
3215000_3215100,47.0,198,0,198
343300_343400,45.0,198,0,198
3503000_3503100,44.0,198,198,0
4286600_4286700,53.0,198,198,0
2978800_2978900,46.0,197,0,197
3010200_3010300,47.0,197,0,197
4475600_4475700,55.0,197,197,0
1752100_1752200,57.0,196,0,196
3100300_3100400,64.0,196,196,0
3503900_3504000,52.0,196,0,196
3630200_3630300,68.0,196,196,0
3766100_3766200,44.0,196,1,13
4330600_4330700,43.0,196,196,0
729400_729500,58.0,196,0,196
81000_81100,47.0,196,196,0
1771800_1771900,49.0,195,0,195
1901200_1901300,51.0,195,0,195
2425500_2425600,45.0,195,195,0
4083400_4083500,61.0,195,0,195
4143000_4143100,67.0,195,195,0
4258400_4258500,54.0,195,195,0
4264500_4264600,48.0,195,0,195
4328400_4328500,38.0,195,195,0
1156500_1156600,51.0,194,194,0
1377000_1377100,55.0,194,0,194
1921800_1921900,48.0,194,0,194
2565300_2565400,61.0,194,0,194
2738000_2738100,56.0,194,194,0
3090500_3090600,46.0,194,0,194
3265800_3265900,57.0,194,194,0
3524700_3524800,60.0,194,0,194
3732700_3732800,37.0,194,194,0
4556300_4556400,47.0,194,0,194
3752600_3752700,51.0,193,0,193
3762900_3763000,47.0,193,0,193
3718700_3718800,47.0,192,0,192
2599800_2599900,37.0,191,0,191
2604700_2604800,53.0,191,0,191
2678900_2679000,48.0,191,0,191
3273500_3273600,47.0,191,0,191
3538000_3538100,44.0,191,191,0
2294600_2294700,73.0,190,190,0
2728600_2728700,44.0,190,0,190
2784000_2784100,39.0,190,0,190
458000_458100,51.0,190,190,0
788400_788500,45.0,190,0,190
836500_836600,53.0,190,0,190
1110200_1110300,49.0,189,0,189
2096900_2097000,53.0,189,0,189
2477200_2477300,50.0,189,0,189
3374500_3374600,49.0,189,0,189
3436400_3436500,52.0,189,0,189
3634800_3634900,54.0,189,0,189
3931200_3931300,50.0,189,0,189
3967600_3967700,63.0,189,189,0
4083300_4083400,58.0,189,0,189
4177100_4177200,56.0,189,0,189
1261900_1262000,61.0,188,188,0
2581400_2581500,53.0,188,0,188
2773400_2773500,62.0,188,188,0
3488700_3488800,39.0,188,0,188
349900_350000,47.0,188,0,188
750400_750500,55.0,188,0,188
875900_876000,41.0,188,188,0
1411700_1411800,54.0,187,187,0
151100_151200,48.0,187,187,0
211800_211900,55.0,187,0,187
2954600_2954700,67.0,187,187,0
322000_322100,46.0,187,0,187
3571000_3571100,51.0,187,0,187
3704800_3704900,54.0,187,0,187
3826000_3826100,45.0,187,0,187
3840100_3840200,50.0,187,0,187
3878200_3878300,33.0,187,0,187
4260200_4260300,55.0,187,0,187
572600_572700,43.0,187,187,0
1735600_1735700,52.0,186,186,0
207000_207100,42.0,186,0,186
2635600_2635700,57.0,186,186,0
3323300_3323400,48.0,186,186,0
3398900_3399000,45.0,186,0,186
3744600_3744700,43.0,186,186,0
3875300_3875400,46.0,186,0,186
3910400_3910500,50.0,186,0,186
4016700_4016800,64.0,186,0,186
4175100_4175200,50.0,186,0,186
2166900_2167000,56.0,185,0,185
2770100_2770200,57.0,185,0,185
4317900_4318000,50.0,185,185,0
4481400_4481500,49.0,185,185,0
71500_71600,37.0,185,185,0
2009900_2010000,58.0,184,0,184
2377900_2378000,48.0,184,0,184
2897400_2897500,56.0,184,184,0
3352500_3352600,49.0,184,0,184
3483600_3483700,45.0,184,184,0
3742100_3742200,48.0,184,0,184
3852000_3852100,55.0,184,184,0
1200800_1200900,66.0,183,0,183
1367100_1367200,37.0,183,183,0
1567900_1568000,54.0,183,0,183
2289400_2289500,44.0,183,0,183
2421700_2421800,52.0,183,0,183
2475000_2475100,44.0,183,183,0
3418900_3419000,49.0,183,183,0
3541500_3541600,41.0,183,0,183
4411000_4411100,48.0,183,0,183
1449600_1449700,47.0,182,0,182
2245900_2246000,45.0,182,182,0
2366100_2366200,54.0,182,182,0
2771100_2771200,46.0,182,182,0
2863200_2863300,51.0,182,0,182
3959900_3960000,47.0,182,182,0
4281100_4281200,57.0,182,182,0
2172800_2172900,56.0,181,0,181
3317000_3317100,57.0,181,0,181
4283600_4283700,70.0,181,181,0
4541600_4541700,42.0,181,0,181
708800_708900,41.0,181,0,181
858200_858300,59.0,181,0,181
931000_931100,44.0,181,0,181
1259900_1260000,50.0,180,0,180
2085600_2085700,53.0,180,0,180
251100_251200,73.0,180,0,180
2875400_2875500,48.0,180,0,180
3099900_3100000,53.0,180,0,180
3189600_3189700,64.0,180,0,180
3355300_3355400,43.0,180,0,180
339600_339700,41.0,180,0,180
3588200_3588300,50.0,180,180,0
125300_125400,42.0,179,179,0
267900_268000,39.0,179,179,0
541200_541300,51.0,179,179,0
2135400_2135500,61.0,178,178,0
2734900_2735000,42.0,178,0,178
3071600_3071700,45.0,178,178,0
3357800_3357900,41.0,178,0,178
3735200_3735300,47.0,178,178,0
4030900_4031000,49.0,178,0,178
4361700_4361800,46.0,178,178,0
545800_545900,54.0,178,178,0
755800_755900,59.0,178,0,178
1300900_1301000,64.0,177,177,0
2733100_2733200,53.0,177,0,177
3181000_3181100,43.0,177,0,177
640300_640400,48.0,177,0,177
986200_986300,47.0,177,0,177
1232300_1232400,47.0,176,176,0
1821100_1821200,41.0,176,0,176
2095600_2095700,54.0,176,0,176
2472100_2472200,50.0,176,176,0
3809400_3809500,43.0,176,176,0
3891700_3891800,58.0,176,176,0
4005500_4005600,57.0,176,176,0
4189700_4189800,70.0,176,0,176
512100_512200,47.0,176,0,176
1774400_1774500,41.0,175,0,175
2729700_2729800,56.0,175,0,175
3060200_3060300,44.0,175,0,175
3565200_3565300,38.0,175,175,0
3763800_3763900,44.0,175,175,0
433400_433500,63.0,175,175,0
4452600_4452700,51.0,175,175,0
57500_57600,39.0,175,175,0
1297600_1297700,47.0,174,0,174
281800_281900,65.0,174,0,174
3019700_3019800,54.0,174,0,174
3256500_3256600,42.0,174,0,174
3404500_3404600,46.0,174,174,0
3819100_3819200,50.0,174,174,0
4019500_4019600,55.0,174,0,174
4045900_4046000,52.0,174,0,174
4081400_4081500,49.0,174,174,0
235400_235500,57.0,173,173,0
2525700_2525800,56.0,173,173,0
2553300_2553400,55.0,173,0,173
3402400_3402500,41.0,173,0,173
4067200_4067300,46.0,173,0,173
4199200_4199300,42.0,173,0,173
2393200_2393300,47.0,172,0,172
268500_268600,37.0,172,172,0
2754600_2754700,49.0,172,0,172
2849100_2849200,48.0,172,0,172
2911200_2911300,43.0,172,172,0
2961100_2961200,54.0,172,0,172
2981400_2981500,60.0,172,172,0
3086500_3086600,40.0,172,0,172
3173600_3173700,46.0,172,0,172
472400_472500,71.0,172,0,172
1842500_1842600,62.0,171,0,171
2681800_2681900,42.0,171,171,0
121500_121600,45.0,170,0,170
1477200_1477300,64.0,170,170,0
1706200_1706300,50.0,170,0,170
2469400_2469500,42.0,170,0,170
2494700_2494800,55.0,170,170,0
2548300_2548400,50.0,170,0,170
317100_317200,38.0,170,0,170
3472900_3473000,52.0,170,0,170
3936500_3936600,47.0,170,170,0
4339600_4339700,40.0,170,0,170
440200_440300,45.0,170,0,170
4539200_4539300,50.0,170,0,170
1815500_1815600,61.0,169,169,0
1926900_1927000,50.0,169,0,169
2254400_2254500,52.0,169,12,1
3754900_3755000,55.0,169,169,0
3967500_3967600,41.0,169,169,0
791200_791300,62.0,169,169,0
87500_87600,59.0,169,169,0
1395900_1396000,47.0,168,0,168
3322200_3322300,48.0,168,0,168
3359300_3359400,58.0,168,0,168
3812300_3812400,47.0,168,168,0
3952400_3952500,55.0,168,168,0
257700_257800,59.0,167,167,0
2829400_2829500,69.0,167,0,167
2925100_2925200,50.0,167,0,167
3110800_3110900,40.0,167,0,167
3546700_3546800,53.0,167,0,167
4211900_4212000,52.0,167,0,167
953100_953200,47.0,167,167,0
1221000_1221100,45.0,166,166,0
1329700_1329800,61.0,166,166,0
1751300_1751400,49.0,166,0,166
2441000_2441100,46.0,166,0,166
283600_283700,50.0,166,166,0
3735400_3735500,52.0,166,0,166
411900_412000,50.0,166,166,0
857400_857500,55.0,166,0,166
2005700_2005800,64.0,165,165,0
2564900_2565000,44.0,165,165,0
3641500_3641600,51.0,165,165,0
3674500_3674600,52.0,165,0,165
3702900_3703000,48.0,165,0,165
4048100_4048200,46.0,165,0,165
4263500_4263600,51.0,165,165,0
917600_917700,41.0,165,165,0
1962800_1962900,71.0,164,0,164
2908600_2908700,44.0,164,0,164
3914600_3914700,51.0,164,164,0
3926800_3926900,44.0,164,0,164
4027800_4027900,53.0,164,164,0
4044800_4044900,52.0,164,164,0
42700_42800,44.0,164,164,0
4336600_4336700,47.0,164,164,0
470000_470100,43.0,164,0,164
790300_790400,67.0,164,164,0
1670400_1670500,47.0,163,163,0
1909400_1909500,41.0,163,163,0
3022200_3022300,44.0,163,0,163
3420300_3420400,49.0,163,163,0
3759400_3759500,39.0,163,0,163
4109500_4109600,50.0,163,163,0
4325200_4325300,54.0,163,163,0
4494500_4494600,46.0,163,0,163
116800_116900,46.0,162,162,0
1329500_1329600,56.0,162,162,0
1584300_1584400,49.0,162,162,0
2775100_2775200,43.0,162,0,162
3140400_3140500,45.0,162,162,0
3389200_3389300,48.0,162,162,0
3571900_3572000,54.0,162,0,162
3874200_3874300,51.0,162,162,0
3947900_3948000,52.0,162,162,0
3970000_3970100,51.0,162,0,162
1743700_1743800,63.0,161,161,0
2802400_2802500,47.0,161,161,0
3719600_3719700,59.0,161,0,161
4028200_4028300,43.0,161,0,161
4159400_4159500,64.0,161,161,0
4259300_4259400,51.0,161,0,161
4408600_4408700,57.0,161,161,0
829200_829300,43.0,161,0,161
2308900_2309000,46.0,160,0,160
2912500_2912600,49.0,160,0,160
3144900_3145000,61.0,160,0,160
3248600_3248700,56.0,160,160,0
3369300_3369400,46.0,160,160,0
3419500_3419600,51.0,160,0,160
3493900_3494000,62.0,160,0,160
3529300_3529400,63.0,160,160,0
3564000_3564100,51.0,160,160,0
3572600_3572700,59.0,160,160,0
3597000_3597100,50.0,160,0,160
3891300_3891400,51.0,160,0,160
4006500_4006600,54.0,160,160,0
4237400_4237500,61.0,160,160,0
4423500_4423600,52.0,160,160,0
579200_579300,57.0,160,160,0
871300_871400,62.0,160,0,160
1200600_1200700,59.0,159,0,159
1604300_1604400,52.0,159,159,0
1908300_1908400,57.0,159,159,0
2642300_2642400,48.0,159,0,159
2690600_2690700,52.0,159,159,0
3238600_3238700,50.0,159,0,159
4190000_4190100,64.0,159,159,0
92200_92300,65.0,159,0,159
956200_956300,46.0,159,0,159
1244400_1244500,74.0,158,0,158
4084100_4084200,44.0,158,0,158
3273800_3273900,58.0,157,157,0
3340700_3340800,44.0,157,0,157
3594200_3594300,57.0,157,0,157
3911200_3911300,44.0,157,157,0
4167000_4167100,48.0,157,0,157
1313300_1313400,45.0,156,0,156
1809000_1809100,49.0,156,0,156
3533400_3533500,59.0,156,156,0
3808800_3808900,57.0,156,156,0
437300_437400,52.0,156,0,156
534200_534300,46.0,156,0,156
74500_74600,41.0,156,0,156
2751500_2751600,47.0,155,155,0
2770900_2771000,55.0,155,0,155
3400900_3401000,41.0,155,155,0
833200_833300,68.0,155,155,0
1409200_1409300,57.0,154,0,154
1629400_1629500,56.0,154,0,154
1761600_1761700,49.0,154,154,0
19500_19600,53.0,154,0,154
2118200_2118300,49.0,154,0,154
3015800_3015900,45.0,154,154,0
3273400_3273500,53.0,154,154,0
4336100_4336200,44.0,154,0,154
4412500_4412600,50.0,154,154,0
862200_862300,46.0,154,154,0
1209300_1209400,57.0,153,153,0
1327500_1327600,50.0,153,153,0
2937000_2937100,51.0,153,153,0
3100400_3100500,65.0,153,153,0
3666800_3666900,72.0,153,153,0
3929400_3929500,44.0,153,0,153
1401000_1401100,51.0,152,152,0
1425100_1425200,51.0,152,0,152
1455700_1455800,57.0,152,152,0
1705000_1705100,40.0,152,152,0
3109600_3109700,50.0,152,152,0
3645300_3645400,44.0,152,152,0
4367800_4367900,40.0,152,0,152
487400_487500,54.0,152,152,0
889200_889300,48.0,152,152,0
1219300_1219400,48.0,151,151,0
1534900_1535000,76.0,151,0,151
2153900_2154000,61.0,151,151,0
2989200_2989300,40.0,151,0,151
3068100_3068200,41.0,151,0,151
4158100_4158200,68.0,151,151,0
601600_601700,45.0,151,151,0
621900_622000,59.0,151,151,0
740600_740700,56.0,151,0,151
2686300_2686400,47.0,150,150,0
3298700_3298800,51.0,150,150,0
33400_33500,64.0,150,0,150
3440200_3440300,64.0,150,0,150
3499000_3499100,52.0,150,150,0
3603500_3603600,49.0,150,150,0
3894000_3894100,63.0,150,0,150
4143600_4143700,50.0,150,0,150
4245300_4245400,57.0,150,150,0
204700_204800,48.0,149,149,0
248000_248100,55.0,149,0,149
2568600_2568700,50.0,149,0,149
2753400_2753500,45.0,149,0,149
391400_391500,56.0,149,0,149
4006100_4006200,53.0,149,0,149
2910100_2910200,64.0,148,148,0
307500_307600,50.0,148,0,148
3550000_3550100,46.0,148,0,148
3794200_3794300,44.0,148,148,0
484200_484300,45.0,148,148,0
647100_647200,64.0,148,0,148
2084400_2084500,55.0,147,147,0
2903900_2904000,48.0,147,0,147
3510100_3510200,51.0,147,0,147
3753100_3753200,50.0,147,0,147
4180800_4180900,46.0,147,147,0
1452700_1452800,60.0,146,146,0
3400500_3400600,55.0,146,146,0
3784000_3784100,52.0,146,0,146
3915600_3915700,50.0,146,0,146
3981800_3981900,52.0,146,146,0
4419500_4419600,47.0,146,146,0
1188500_1188600,44.0,145,0,145
1463200_1463300,60.0,145,0,145
1611300_1611400,43.0,145,0,145
2217100_2217200,53.0,145,145,0
3058100_3058200,61.0,145,0,145
3127100_3127200,38.0,145,0,145
55100_55200,39.0,145,0,145
1117500_1117600,55.0,144,144,0
2264800_2264900,41.0,144,0,144
3158200_3158300,50.0,144,144,0
3582700_3582800,71.0,144,0,144
3717400_3717500,61.0,144,144,0
4083200_4083300,58.0,144,6,6
4285800_4285900,46.0,144,0,144
4444300_4444400,59.0,144,144,0
571000_571100,51.0,144,0,144
2106500_2106600,60.0,143,143,0
3283400_3283500,54.0,143,0,143
272800_272900,56.0,142,142,0
4020900_4021000,58.0,142,0,142
4291800_4291900,47.0,142,142,0
4316200_4316300,38.0,142,142,0
1294500_1294600,53.0,141,0,141
2067200_2067300,46.0,141,0,141
261900_262000,50.0,141,141,0
2681200_2681300,52.0,141,0,141
2838100_2838200,48.0,141,0,141
2933600_2933700,52.0,141,141,0
3361300_3361400,46.0,141,0,141
4063400_4063500,56.0,141,0,141
4548800_4548900,41.0,141,141,0
909200_909300,64.0,141,141,0
1214500_1214600,58.0,140,0,140
1385800_1385900,46.0,140,140,0
148400_148500,49.0,140,140,0
2138700_2138800,63.0,140,0,140
214200_214300,52.0,140,0,140
224500_224600,47.0,140,0,140
2573300_2573400,41.0,140,140,0
2996300_2996400,38.0,140,0,140
3012100_3012200,42.0,140,140,0
3544700_3544800,61.0,140,140,0
3858100_3858200,60.0,140,140,0
3917500_3917600,46.0,140,140,0
4127200_4127300,48.0,140,0,140
4245400_4245500,56.0,140,0,140
505600_505700,51.0,140,0,140
597700_597800,56.0,140,140,0
1035800_1035900,57.0,139,139,0
1083400_1083500,63.0,139,0,139
1962200_1962300,57.0,139,139,0
2920800_2920900,48.0,139,0,139
3450900_3451000,47.0,139,139,0
371600_371700,58.0,139,0,139
4385900_4386000,55.0,139,0,139
4402200_4402300,49.0,139,139,0
4482600_4482700,52.0,139,0,139
5000_5100,64.0,139,139,0
175900_176000,36.0,138,138,0
2355800_2355900,50.0,138,138,0
2507700_2507800,48.0,138,138,0
3322100_3322200,42.0,138,0,138
375100_375200,47.0,138,138,0
3797800_3797900,41.0,138,138,0
4236600_4236700,46.0,138,0,138
1660300_1660400,50.0,137,137,0
2944600_2944700,63.0,137,0,137
3445800_3445900,71.0,137,137,0
3852700_3852800,46.0,137,0,137
459400_459500,44.0,137,137,0
646300_646400,54.0,137,0,137
948500_948600,58.0,137,0,137
959300_959400,47.0,137,137,0
1005400_1005500,49.0,136,136,0
1193700_1193800,55.0,136,136,0
2398300_2398400,59.0,136,136,0
3665300_3665400,64.0,136,136,0
3755100_3755200,61.0,136,0,136
4440100_4440200,47.0,136,0,136
1585300_1585400,64.0,135,0,135
1799600_1799700,50.0,135,135,0
2153700_2153800,51.0,135,135,0
247300_247400,49.0,135,0,135
2944300_2944400,65.0,135,0,135
3570900_3571000,48.0,135,135,0
642200_642300,50.0,135,0,135
688300_688400,45.0,135,0,135
1717700_1717800,58.0,134,0,134
224800_224900,49.0,134,134,0
232800_232900,47.0,134,0,134
3540200_3540300,45.0,134,134,0
3722200_3722300,54.0,134,0,134
3812500_3812600,53.0,134,134,0
4016400_4016500,52.0,134,0,134
4495700_4495800,50.0,134,134,0
465800_465900,41.0,134,0,134
1056000_1056100,54.0,133,0,133
2302500_2302600,48.0,133,133,0
2667200_2667300,35.0,133,133,0
3900300_3900400,47.0,133,0,133
4189800_4189900,66.0,133,0,133
1060300_1060400,44.0,132,132,0
1096000_1096100,52.0,132,0,132
1161900_1162000,55.0,132,132,0
2107800_2107900,53.0,132,0,132
2310300_2310400,55.0,132,132,0
2635300_2635400,47.0,132,132,0
3523800_3523900,47.0,132,132,0
3646300_3646400,47.0,132,132,0
3916500_3916600,60.0,132,132,0
470300_470400,53.0,132,132,0
876500_876600,58.0,132,0,132
1239800_1239900,53.0,131,0,131
139700_139800,57.0,131,0,131
1553600_1553700,49.0,131,131,0
1812200_1812300,50.0,131,0,131
2380900_2381000,41.0,131,0,131
2492500_2492600,52.0,131,131,0
3189000_3189100,51.0,131,0,131
3357400_3357500,55.0,131,131,0
3874700_3874800,43.0,131,131,0
4550000_4550100,50.0,131,0,131
1584100_1584200,62.0,130,0,130
2826700_2826800,48.0,130,0,130
3141700_3141800,49.0,130,0,130
353100_353200,33.0,130,0,130
4192300_4192400,48.0,130,0,130
4529700_4529800,53.0,130,0,130
892400_892500,57.0,130,0,130
10600_10700,47.0,129,129,0
1528000_1528100,60.0,129,0,129
2669400_2669500,52.0,129,129,0
3985700_3985800,72.0,129,0,129
4170900_4171000,50.0,129,0,129
4261700_4261800,46.0,129,0,129
4514200_4514300,55.0,129,0,129
958800_958900,55.0,129,129,0
1281600_1281700,60.0,128,128,0
1439500_1439600,50.0,128,0,128
1603700_1603800,56.0,128,128,0
2638700_2638800,61.0,128,0,128
2719600_2719700,50.0,128,0,128
3323000_3323100,45.0,128,128,0
3777700_3777800,43.0,128,0,128
4011000_4011100,46.0,128,0,128
404000_404100,46.0,128,0,128
903800_903900,44.0,128,128,0
1071800_1071900,48.0,127,127,0
2045700_2045800,42.0,127,127,0
2166500_2166600,46.0,127,0,127
332500_332600,57.0,127,0,127
3553700_3553800,40.0,127,127,0
2105100_2105200,43.0,126,126,0
2155000_2155100,42.0,126,0,126
2296700_2296800,50.0,126,126,0
2863900_2864000,66.0,126,0,126
3269900_3270000,42.0,126,0,126
3746800_3746900,48.0,126,0,126
3967800_3967900,55.0,126,0,126
1394100_1394200,53.0,125,125,0
2665900_2666000,51.0,125,125,0
2984000_2984100,53.0,125,125,0
3605100_3605200,47.0,125,125,0
4417000_4417100,52.0,125,0,125
446900_447000,47.0,125,0,125
2436900_2437000,44.0,124,124,0
3143800_3143900,61.0,124,124,0
3299500_3299600,57.0,124,0,124
3479300_3479400,42.0,124,124,0
4550600_4550700,40.0,124,0,124
64000_64100,45.0,124,124,0
818900_819000,46.0,124,124,0
269600_269700,39.0,123,123,0
293900_294000,46.0,123,123,0
3581700_3581800,57.0,123,0,123
2292900_2293000,58.0,122,0,122
3764500_3764600,57.0,122,122,0
4245700_4245800,51.0,122,122,0
4366600_4366700,55.0,122,122,0
444000_444100,53.0,122,0,122
622500_622600,50.0,122,122,0
2408900_2409000,42.0,121,0,121
293600_293700,47.0,121,0,121
3061000_3061100,58.0,121,0,121
3764700_3764800,59.0,121,1,10
3884700_3884800,57.0,121,0,121
4291200_4291300,54.0,121,0,121
4307300_4307400,48.0,121,121,0
779800_779900,39.0,121,121,0
785200_785300,41.0,121,0,121
916600_916700,39.0,121,3,8
1397000_1397100,50.0,120,0,120
2551600_2551700,69.0,120,120,0
308000_308100,43.0,120,0,120
3114800_3114900,37.0,120,120,0
4463400_4463500,35.0,120,0,120
989000_989100,46.0,120,0,120
1002400_1002500,45.0,119,0,119
1548900_1549000,62.0,119,0,119
2491000_2491100,48.0,119,119,0
292700_292800,40.0,119,119,0
446400_446500,58.0,119,0,119
4486400_4486500,48.0,119,0,119
1025500_1025600,64.0,118,118,0
2085200_2085300,50.0,118,0,118
3242400_3242500,47.0,118,0,118
3492900_3493000,37.0,118,118,0
3568200_3568300,56.0,118,118,0
3639800_3639900,57.0,118,118,0
4147200_4147300,50.0,118,0,118
42600_42700,45.0,118,0,118
547900_548000,67.0,118,0,118
647300_647400,57.0,118,0,118
2459600_2459700,43.0,117,0,117
2494200_2494300,76.0,117,0,117
2737500_2737600,47.0,117,0,117
2827000_2827100,70.0,117,0,117
3210800_3210900,50.0,117,117,0
3641600_3641700,42.0,117,0,117
